filepath,kanji,meaning
../kanji_images/kanji_貫.png,貫,"pierce, 8 1/3lbs, penetrate, brace"
../kanji_images/kanji_還.png,還,"send back, return"
../kanji_images/kanji_鑑.png,鑑,"specimen, take warning from, learn from"
../kanji_images/kanji_間.png,間,"interval, space"
../kanji_images/kanji_閑.png,閑,leisure
../kanji_images/kanji_関.png,関,"connection, barrier, gateway, involve, concerning"
../kanji_images/kanji_陥.png,陥,"collapse, fall into, cave in, fall (castle), slide into"
../kanji_images/kanji_韓.png,韓,Korea
../kanji_images/kanji_館.png,館,"building, mansion, large building, palace"
../kanji_images/kanji_舘.png,舘,"mansion, large building, palace"
../kanji_images/kanji_丸.png,丸,"round, full (month), perfection, -ship, pills, make round, roll up, curl up, seduce, explain away"
../kanji_images/kanji_含.png,含,"contain, include, hold in the mouth, bear in mind, understand, cherish"
../kanji_images/kanji_岸.png,岸,beach
../kanji_images/kanji_巌.png,巌,"rock, crag, boulder"
../kanji_images/kanji_玩.png,玩,"play, take pleasure in, trifle with, make sport of"
../kanji_images/kanji_癌.png,癌,"cancer, cancerous evil"
../kanji_images/kanji_眼.png,眼,eyeball
../kanji_images/kanji_岩.png,岩,"boulder, rock, cliff"
../kanji_images/kanji_翫.png,翫,"take pleasure in, play instrument"
../kanji_images/kanji_贋.png,贋,"counterfeit, forgery"
../kanji_images/kanji_雁.png,雁,wild goose
../kanji_images/kanji_頑.png,頑,"stubborn, foolish, firmly"
../kanji_images/kanji_顔.png,顔,"face, expression"
../kanji_images/kanji_願.png,願,"petition, request, vow, wish, hope"
../kanji_images/kanji_企.png,企,"undertake, scheme, design, attempt, plan"
../kanji_images/kanji_伎.png,伎,"deed, skill"
../kanji_images/kanji_危.png,危,"dangerous, fear, uneasy"
../kanji_images/kanji_喜.png,喜,"rejoice, take pleasure in"
../kanji_images/kanji_器.png,器,"utensil, vessel, receptacle, implement, instrument, ability, container, tool, set"
../kanji_images/kanji_基.png,基,"fundamentals, radical (chem), counter for machines, foundation"
../kanji_images/kanji_奇.png,奇,"strange, strangeness, curiosity"
../kanji_images/kanji_嬉.png,嬉,"glad, pleased, rejoice"
../kanji_images/kanji_寄.png,寄,"draw near, stop in, bring near, gather, collect, send, forward"
../kanji_images/kanji_岐.png,岐,"branch off, fork in road, scene, arena, theater"
../kanji_images/kanji_希.png,希,"hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal"
../kanji_images/kanji_幾.png,幾,"how many, how much, how far, how long, some, several"
../kanji_images/kanji_忌.png,忌,"mourning, abhor, detestable, death anniversary"
../kanji_images/kanji_揮.png,揮,"brandish, wave, wag, swing, shake"
../kanji_images/kanji_机.png,机,"desk, table"
../kanji_images/kanji_旗.png,旗,"national flag, banner, standard"
../kanji_images/kanji_既.png,既,"previously, already, long ago"
../kanji_images/kanji_期.png,期,"period, time, date, term"
../kanji_images/kanji_棋.png,棋,"chess piece, Japanese chess, shogi"
../kanji_images/kanji_棄.png,棄,"abandon, throw away, discard, resign, reject, sacrifice"
../kanji_images/kanji_機.png,機,"loom, mechanism, machine, airplane, opportunity, potency, efficacy, occasion"
../kanji_images/kanji_帰.png,帰,"homecoming, arrive at, lead to, result in"
../kanji_images/kanji_毅.png,毅,strong
../kanji_images/kanji_気.png,気,"spirit, mind, air, atmosphere, mood"
../kanji_images/kanji_汽.png,汽,"vapor, steam"
../kanji_images/kanji_畿.png,畿,"capital, suburbs of capital"
../kanji_images/kanji_祈.png,祈,"pray, wish"
../kanji_images/kanji_季.png,季,seasons
../kanji_images/kanji_稀.png,稀,"rare, phenomenal, dilute (acid)"
../kanji_images/kanji_紀.png,紀,"chronicle, account, narrative, history, annals, geologic period"
../kanji_images/kanji_徽.png,徽,"good, beautiful, badge"
../kanji_images/kanji_規.png,規,"standard, measure"
../kanji_images/kanji_記.png,記,"scribe, account, narrative"
../kanji_images/kanji_貴.png,貴,"precious, value, prize, esteem, honor"
../kanji_images/kanji_起.png,起,"rouse, wake up, get up"
../kanji_images/kanji_軌.png,軌,"rut, wheel, track, model, way of doing"
../kanji_images/kanji_輝.png,輝,"radiance, shine, sparkle, gleam, twinkle"
../kanji_images/kanji_飢.png,飢,"hungry, starve"
../kanji_images/kanji_騎.png,騎,"equestrian, riding on horses, counter for equestrians"
../kanji_images/kanji_鬼.png,鬼,"ghost, devil"
../kanji_images/kanji_亀.png,亀,"tortoise, turtle"
../kanji_images/kanji_偽.png,偽,"falsehood, lie, deceive, pretend, counterfeit, forgery"
../kanji_images/kanji_儀.png,儀,"ceremony, rule, affair, case, a matter"
../kanji_images/kanji_妓.png,妓,"stretch, singing girl, geisha, prostitute"
../kanji_images/kanji_宜.png,宜,"best regards, good"
../kanji_images/kanji_戯.png,戯,"frolic, play, sport"
../kanji_images/kanji_技.png,技,"skill, art, craft, ability, feat, performance, vocation, arts"
../kanji_images/kanji_擬.png,擬,"mimic, aim (a gun) at, nominate, imitate"
../kanji_images/kanji_欺.png,欺,"deceit, cheat, delude"
../kanji_images/kanji_犠.png,犠,sacrifice
../kanji_images/kanji_疑.png,疑,"doubt, distrust, be suspicious, question"
../kanji_images/kanji_祇.png,祇,"national or local god, peaceful, great"
../kanji_images/kanji_義.png,義,"righteousness, justice, morality, honor, loyalty, meaning"
../kanji_images/kanji_蟻.png,蟻,ant
../kanji_images/kanji_誼.png,誼,"friendship, intimacy"
../kanji_images/kanji_議.png,議,"deliberation, consultation, debate, consideration"
../kanji_images/kanji_掬.png,掬,scoop up water with the hand
../kanji_images/kanji_菊.png,菊,chrysanthemum
../kanji_images/kanji_鞠.png,鞠,ball
../kanji_images/kanji_吉.png,吉,"good luck, joy, congratulations"
../kanji_images/kanji_吃.png,吃,stammer
../kanji_images/kanji_喫.png,喫,"consume, eat, drink, smoke, receive (a blow)"
../kanji_images/kanji_桔.png,桔,used in plant names
../kanji_images/kanji_橘.png,橘,mandarin orange
../kanji_images/kanji_詰.png,詰,"packed, close, pressed, reprove, rebuke, blame"
../kanji_images/kanji_砧.png,砧,fulling block
../kanji_images/kanji_杵.png,杵,wooden pestle
../kanji_images/kanji_黍.png,黍,millet
../kanji_images/kanji_却.png,却,"instead, on the contrary, rather, step back, withdraw, retreat"
../kanji_images/kanji_客.png,客,"guest, visitor, customer, client"
../kanji_images/kanji_脚.png,脚,"skids, leg, undercarriage, lower part, base"
../kanji_images/kanji_虐.png,虐,"tyrannize, oppress"
../kanji_images/kanji_逆.png,逆,"inverted, reverse, opposite, wicked"
../kanji_images/kanji_丘.png,丘,"hill, knoll"
../kanji_images/kanji_久.png,久,"long time, old story"
../kanji_images/kanji_仇.png,仇,"foe, enemy, revenge, grudge, feud"
../kanji_images/kanji_休.png,休,"rest, day off, retire, sleep"
../kanji_images/kanji_及.png,及,"reach out, exert, exercise, cause"
../kanji_images/kanji_吸.png,吸,"suck, imbibe, inhale, sip"
../kanji_images/kanji_宮.png,宮,"Shinto shrine, constellations, palace, princess"
../kanji_images/kanji_弓.png,弓,"bow, bow (archery, violin)"
../kanji_images/kanji_急.png,急,"hurry, emergency, sudden, steep"
../kanji_images/kanji_救.png,救,"salvation, save, help, rescue, reclaim"
../kanji_images/kanji_朽.png,朽,"decay, rot, remain in seclusion"
../kanji_images/kanji_求.png,求,"request, want, wish for, require, demand"
../kanji_images/kanji_汲.png,汲,"draw (water), ladle, scoop, pump"
../kanji_images/kanji_泣.png,泣,"cry, weep, moan"
../kanji_images/kanji_灸.png,灸,"moxa cautery, chastisement"
../kanji_images/kanji_球.png,球,"ball, sphere"
../kanji_images/kanji_究.png,究,"research, study"
../kanji_images/kanji_窮.png,窮,"hard up, destitute, suffer, perplexed, cornered"
../kanji_images/kanji_笈.png,笈,backpack bookcase
../kanji_images/kanji_級.png,級,"class, rank, grade"
../kanji_images/kanji_糾.png,糾,"twist, ask, investigate, verify"
../kanji_images/kanji_給.png,給,"salary, wage, gift, allow, grant, bestow on"
../kanji_images/kanji_旧.png,旧,"old times, old things, old friend, former, ex-"
../kanji_images/kanji_牛.png,牛,cow
../kanji_images/kanji_去.png,去,"gone, past, quit, leave, elapse, eliminate, divorce"
../kanji_images/kanji_居.png,居,"reside, to be, exist, live with"
../kanji_images/kanji_巨.png,巨,"gigantic, big, large, great"
../kanji_images/kanji_拒.png,拒,"repel, refuse, reject, decline"
../kanji_images/kanji_拠.png,拠,"foothold, based on, follow, therefore"
../kanji_images/kanji_挙.png,挙,"raise, plan, project, behavior, actions"
../kanji_images/kanji_渠.png,渠,"ditch, canal, lock"
../kanji_images/kanji_虚.png,虚,"void, emptiness, unpreparedness, crack, fissure, untruth"
../kanji_images/kanji_許.png,許,"permit, approve"
../kanji_images/kanji_距.png,距,"long-distance, spur, fetlock"
../kanji_images/kanji_鋸.png,鋸,saw (cuts wood)
../kanji_images/kanji_漁.png,漁,"fishing, fishery"
../kanji_images/kanji_禦.png,禦,"defend, protect, resist, ward off"
../kanji_images/kanji_魚.png,魚,fish
../kanji_images/kanji_亨.png,亨,"pass through, go smoothly"
../kanji_images/kanji_享.png,享,"enjoy, receive, undergo, answer (phone), take, get, catch"
../kanji_images/kanji_京.png,京,"capital, 10**16"
../kanji_images/kanji_供.png,供,"submit, offer, present, serve (meal), accompany"
../kanji_images/kanji_侠.png,侠,"tomboy, chivalry"
../kanji_images/kanji_僑.png,僑,"expatriate, person living abroad, temporary home"
../kanji_images/kanji_兇.png,兇,wickedness
../kanji_images/kanji_競.png,競,"emulate, compete with, bid, sell at auction, bout, contest, race"
../kanji_images/kanji_共.png,共,"together, both, neither, all, and, alike, with"
../kanji_images/kanji_凶.png,凶,"villain, evil, bad luck, disaster"
../kanji_images/kanji_協.png,協,"co-, cooperation"
../kanji_images/kanji_匡.png,匡,"correct, save, assist"
../kanji_images/kanji_卿.png,卿,"you, lord, secretary, state minister"
../kanji_images/kanji_叫.png,叫,"shout, exclaim, yell"
../kanji_images/kanji_喬.png,喬,"high, boasting"
../kanji_images/kanji_境.png,境,"boundary, border, region"
../kanji_images/kanji_峡.png,峡,"gorge, ravine"
../kanji_images/kanji_強.png,強,strong
../kanji_images/kanji_彊.png,彊,strong
../kanji_images/kanji_怯.png,怯,"cowardice, wince, flinch, hesitate, waver"
../kanji_images/kanji_恐.png,恐,"fear, dread, awe"
../kanji_images/kanji_恭.png,恭,"respect, reverent"
../kanji_images/kanji_挟.png,挟,"pinch, between"
../kanji_images/kanji_教.png,教,"teach, faith, doctrine"
../kanji_images/kanji_橋.png,橋,bridge
../kanji_images/kanji_況.png,況,"condition, situation"
../kanji_images/kanji_狂.png,狂,"lunatic, insane, crazy, confuse"
../kanji_images/kanji_狭.png,狭,"cramped, narrow, contract, tight"
../kanji_images/kanji_矯.png,矯,"rectify, straighten, correct, reform, cure, control, pretend, falsify"
../kanji_images/kanji_胸.png,胸,"bosom, breast, chest, heart, feelings"
../kanji_images/kanji_脅.png,脅,"threaten, coerce"
../kanji_images/kanji_興.png,興,"entertain, revive, retrieve, interest, pleasure"
../kanji_images/kanji_蕎.png,蕎,buckwheat
../kanji_images/kanji_郷.png,郷,"home town, village, native place, district"
../kanji_images/kanji_鏡.png,鏡,"mirror, speculum, barrel-head, round rice-cake offering"
../kanji_images/kanji_響.png,響,"echo, sound, resound, ring, vibrate"
../kanji_images/kanji_饗.png,饗,banquet
../kanji_images/kanji_驚.png,驚,"wonder, be surprised, frightened, amazed"
../kanji_images/kanji_仰.png,仰,"face-up, look up, depend, seek, respect, revere, drink, take"
../kanji_images/kanji_凝.png,凝,"congeal, freeze, stiff, be absorbed in"
../kanji_images/kanji_尭.png,尭,"high, far"
../kanji_images/kanji_暁.png,暁,"daybreak, dawn, in the event"
../kanji_images/kanji_業.png,業,"business, vocation, arts, performance"
../kanji_images/kanji_局.png,局,"bureau, board, office, affair, conclusion, court lady, lady-in-waiting, her apartment"
../kanji_images/kanji_曲.png,曲,"bend, music, melody, composition, pleasure, injustice, fault, curve, crooked, perverse, lean"
../kanji_images/kanji_極.png,極,"poles, settlement, conclusion, end, highest rank, electric poles, very, extremely, most, highly, 10**48"
../kanji_images/kanji_玉.png,玉,"jewel, ball"
../kanji_images/kanji_桐.png,桐,paulownia
../kanji_images/kanji_粁.png,粁,"kilometer, (kokuji)"
../kanji_images/kanji_僅.png,僅,a wee bit
../kanji_images/kanji_勤.png,勤,"diligence, become employed, serve"
../kanji_images/kanji_均.png,均,"level, average"
../kanji_images/kanji_巾.png,巾,"towel, hanging scroll, width, cloth radical (no. 50)"
../kanji_images/kanji_錦.png,錦,"brocade, fine dress, honors"
../kanji_images/kanji_斤.png,斤,"axe, 1.32 lb, catty, counter for loaves of bread, axe radical (no. 69)"
../kanji_images/kanji_欣.png,欣,"take pleasure in, rejoice"
../kanji_images/kanji_欽.png,欽,"respect, revere, long for"
../kanji_images/kanji_琴.png,琴,"harp, koto"
../kanji_images/kanji_禁.png,禁,"prohibition, ban, forbid"
../kanji_images/kanji_禽.png,禽,"bird, captive, capture"
../kanji_images/kanji_筋.png,筋,"muscle, sinew, tendon, fiber, plot, plan, descent"
../kanji_images/kanji_緊.png,緊,"tense, solid, hard, reliable, tight"
../kanji_images/kanji_芹.png,芹,parsley
../kanji_images/kanji_菌.png,菌,"germ, fungus, bacteria"
../kanji_images/kanji_衿.png,衿,"neck, collar, lapel"
../kanji_images/kanji_襟.png,襟,"collar, neck, lapel, one's inner feelings"
../kanji_images/kanji_謹.png,謹,"discreet, reverently, humbly"
../kanji_images/kanji_近.png,近,"near, early, akin, tantamount"
../kanji_images/kanji_金.png,金,gold
../kanji_images/kanji_吟.png,吟,"versify, singing, recital"
../kanji_images/kanji_銀.png,銀,silver
../kanji_images/kanji_九.png,九,nine
../kanji_images/kanji_倶.png,倶,"both, together, alike"
../kanji_images/kanji_句.png,句,"phrase, clause, sentence, passage, paragraph, counter for haiku"
../kanji_images/kanji_区.png,区,"ward, district"
../kanji_images/kanji_狗.png,狗,"puppy, dog"
../kanji_images/kanji_玖.png,玖,"beautiful black jewel, nine"
../kanji_images/kanji_矩.png,矩,"ruler, carpenter's square"
../kanji_images/kanji_苦.png,苦,"suffering, trial, worry, hardship, feel bitter, scowl"
../kanji_images/kanji_躯.png,躯,"body, corpse, tree with rotten core"
../kanji_images/kanji_駆.png,駆,"drive, run, gallop, advance, inspire, impel"
../kanji_images/kanji_駈.png,駈,"run, gallop, advance"
../kanji_images/kanji_駒.png,駒,"pony, horse, colt"
../kanji_images/kanji_具.png,具,"tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture"
../kanji_images/kanji_愚.png,愚,"foolish, folly, absurdity, stupid"
../kanji_images/kanji_虞.png,虞,"fear, uneasiness, anxiety, concern, expectation, consideration"
../kanji_images/kanji_喰.png,喰,"eat, drink, receive (a blow), (kokuji)"
../kanji_images/kanji_空.png,空,"empty, sky, void, vacant, vacuum"
../kanji_images/kanji_偶.png,偶,"accidentally, even number, couple, man & wife, same kind"
../kanji_images/kanji_寓.png,寓,"temporary abode, imply, suggest"
../kanji_images/kanji_遇.png,遇,"meet, encounter, interview, treat, entertain, receive, deal with"
../kanji_images/kanji_隅.png,隅,"corner, nook"
../kanji_images/kanji_串.png,串,"spit, skewer"
../kanji_images/kanji_櫛.png,櫛,comb
../kanji_images/kanji_釧.png,釧,bracelet
../kanji_images/kanji_屑.png,屑,"rubbish, junk, trash, waste, scraps"
../kanji_images/kanji_屈.png,屈,"yield, bend, flinch, submit"
../kanji_images/kanji_掘.png,掘,"dig, delve, excavate"
../kanji_images/kanji_窟.png,窟,cavern
../kanji_images/kanji_沓.png,沓,"shoes, boots"
../kanji_images/kanji_靴.png,靴,shoes
../kanji_images/kanji_轡.png,轡,bit (horse)
../kanji_images/kanji_窪.png,窪,"depression, cave in, sink, become hollow"
../kanji_images/kanji_熊.png,熊,bear
../kanji_images/kanji_隈.png,隈,"corner, nook, recess"
../kanji_images/kanji_粂.png,粂,"used in proper names, (kokuji)"
../kanji_images/kanji_栗.png,栗,chestnut
../kanji_images/kanji_繰.png,繰,"winding, reel, spin, turn (pages), look up, refer to"
../kanji_images/kanji_桑.png,桑,mulberry
../kanji_images/kanji_鍬.png,鍬,hoe with long blade at acute angle
../kanji_images/kanji_勲.png,勲,"meritorious deed, merit"
../kanji_images/kanji_君.png,君,"mister, you, ruler, male name suffix"
../kanji_images/kanji_薫.png,薫,"send forth fragrance, fragrant, be scented, smoke (tobacco)"
../kanji_images/kanji_訓.png,訓,"instruction, Japanese character reading, explanation, read"
../kanji_images/kanji_群.png,群,"flock, group, crowd, herd, swarm, cluster"
../kanji_images/kanji_軍.png,軍,"army, force, troops, war, battle"
../kanji_images/kanji_郡.png,郡,"county, district"
../kanji_images/kanji_卦.png,卦,a divination sign
../kanji_images/kanji_袈.png,袈,a coarse camlet
../kanji_images/kanji_祁.png,祁,"intense, large"
../kanji_images/kanji_係.png,係,"person in charge, connection, duty, concern oneself"
../kanji_images/kanji_傾.png,傾,"lean, incline, tilt, trend, wane, sink, ruin, bias"
../kanji_images/kanji_刑.png,刑,"punish, penalty, sentence, punishment"
